10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
10.499 0.0 0.0 0.0 10.499 0.0 0.0 0.0 10.499
